EmployeeID,Age,Gender,Education Level,Job Title,Years of Experience,Salary
2305,62.0,Male,PhD,Software Engineer Manager,20.0,200000.0
2306,62.0,Male,PhD,Software Engineer Manager,19.0,200000.0
2307,37.0,Male,Master's Degree,Senior Software Engineer,9.0,150000.0
2308,31.0,Male,Master's Degree,Senior Software Engineer,7.0,140000.0
2309,58.0,Female,PhD,Software Engineer Manager,17.0,195000.0
2310,56.0,Male,PhD,Software Engineer Manager,17.0,195000.0
2311,23.0,Female,Bachelor's Degree,Back End Developer,1.0,55000.0
2312,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0
2313,32.0,Female,Master's Degree,Full Stack Engineer,5.0,120000.0
2314,52.0,Female,PhD,Software Engineer Manager,16.0,190000.0
2315,32.0,Female,Master's Degree,Full Stack Engineer,6.0,130000.0
2316,50.0,Female,PhD,Software Engineer Manager,16.0,190000.0
2317,32.0,Male,Master's Degree,Back End Developer,6.0,130000.0
2318,34.0,Male,Master's Degree,Full Stack Engineer,7.0,140000.0
2319,28.0,Male,Bachelor's Degree,Front End Developer,2.0,70000.0
2320,44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0
2321,55.0,Male,PhD,Software Engineer Manager,17.0,190000.0
2322,27.0,Male,Bachelor's Degree,Front End Developer,3.0,80000.0
2323,46.0,Male,PhD,Software Engineer Manager,14.0,180000.0
2324,27.0,Female,Master's Degree,Back End Developer,2.0,70000.0
2325,45.0,Male,PhD,Senior Project Engineer,14.0,185000.0
2326,23.0,Female,Bachelor's Degree,Front End Developer,1.0,55000.0
2327,36.0,Female,Master's Degree,Full Stack Engineer,8.0,140000.0
2328,47.0,Female,PhD,Senior Software Engineer,14.0,170000.0
2329,33.0,Male,Master's Degree,Back End Developer,6.0,130000.0
2330,43.0,Male,PhD,Software Engineer Manager,13.0,180000.0
2331,30.0,Male,Bachelor's Degree,Back End Developer,4.0,95000.0
2332,28.0,Female,Bachelor's Degree,Front End Developer,2.0,70000.0
2333,43.0,Male,Master's Degree,Senior Project Engineer,12.0,165000.0
2334,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
2335,36.0,Male,Master's Degree,Senior Software Engineer,7.0,140000.0
2336,24.0,Male,Bachelor's Degree,Front End Developer,1.0,60000.0
2337,28.0,Female,Bachelor's Degree,Front End Developer,3.0,80000.0
2338,37.0,Male,Master's Degree,Senior Software Engineer,9.0,150000.0
2339,41.0,Female,PhD,Software Engineer Manager,14.0,185000.0
2340,26.0,Male,Bachelor's Degree,Front End Developer,2.0,70000.0
2341,28.0,Female,Master's Degree,Back End Developer,3.0,90000.0
2342,43.0,Male,PhD,Senior Software Engineer,12.0,170000.0
2343,42.0,Male,PhD,Senior Software Engineer,14.0,170000.0
2344,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0
2345,27.0,Female,Master's Degree,Back End Developer,2.0,70000.0
2346,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0
2347,44.0,Male,PhD,Senior Project Engineer,12.0,170000.0
2348,27.0,Female,Master's Degree,Full Stack Engineer,3.0,100000.0
2349,37.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0
2350,44.0,Female,Master's Degree,Senior Project Engineer,12.0,170000.0
2351,56.0,Male,PhD,Software Engineer Manager,18.0,195000.0
2352,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0
2353,27.0,Male,Bachelor's Degree,Front End Developer,2.0,70000.0
2354,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0
2355,31.0,Male,Master's Degree,Full Stack Engineer,7.0,140000.0
2356,25.0,Male,Bachelor's Degree,Front End Developer,1.0,60000.0
2357,50.0,Male,PhD,Software Engineer Manager,16.0,190000.0
2358,46.0,Male,PhD,Software Engineer Manager,14.0,180000.0
2359,33.0,Male,Master's Degree,Full Stack Engineer,6.0,130000.0
2360,42.0,Male,PhD,Senior Software Engineer,14.0,170000.0
2361,41.0,Male,PhD,Senior Project Engineer,12.0,165000.0
2362,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
2363,32.0,Male,Master's Degree,Back End Developer,6.0,130000.0
2364,24.0,Male,Bachelor's Degree,Front End Developer,1.0,60000.0
2365,44.0,Female,Master's Degree,Senior Software Engineer,11.0,170000.0
2366,36.0,Male,Master's Degree,Senior Software Engineer,7.0,140000.0
2367,28.0,Female,Master's Degree,Full Stack Engineer,4.0,110000.0
2368,28.0,Male,Bachelor's Degree,Front End Developer,2.0,70000.0
2369,37.0,Male,Master's Degree,Senior Software Engineer,9.0,145000.0
2370,54.0,Male,PhD,Software Engineer Manager,16.0,190000.0
2371,58.0,Male,PhD,Software Engineer Manager,17.0,200000.0
2372,27.0,Male,Bachelor's Degree,Front End Developer,3.0,80000.0
2373,30.0,Male,Bachelor's Degree,Back End Developer,4.0,95000.0
2374,27.0,Female,Master's Degree,Full Stack Engineer,3.0,100000.0
2375,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0
2376,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0
2377,38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0
2378,54.0,Male,PhD,Software Engineer Manager,18.0,195000.0
2379,31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0
2380,56.0,Male,PhD,Software Engineer Manager,17.0,195000.0
2381,31.0,Male,Master's Degree,Senior Software Engineer,7.0,140000.0
2382,42.0,Male,PhD,Senior Software Engineer,14.0,170000.0
2383,44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0
2384,37.0,Male,Master's Degree,Senior Software Engineer,9.0,150000.0
2385,24.0,Female,Bachelor's Degree,Back End Developer,1.0,60000.0
2386,27.0,Male,Bachelor's Degree,Front End Developer,2.0,70000.0
2387,42.0,Male,PhD,Senior Software Engineer,14.0,170000.0
2388,24.0,Female,Bachelor's Degree,Front End Developer,1.0,55000.0
2389,28.0,Female,Bachelor's Degree,Front End Developer,3.0,80000.0
2390,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
2391,31.0,Male,Master's Degree,Full Stack Engineer,7.0,140000.0
2392,43.0,Male,PhD,Software Engineer Manager,13.0,180000.0
2393,27.0,Female,Master's Degree,Back End Developer,2.0,70000.0
2394,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0
2395,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0
2396,30.0,Female,Master's Degree,Back End Developer,6.0,130000.0
2397,28.0,Female,Master's Degree,Full Stack Engineer,4.0,110000.0
2398,46.0,Male,PhD,Software Engineer Manager,14.0,180000.0
2399,37.0,Male,Master's Degree,Senior Software Engineer,9.0,145000.0
2400,42.0,Male,PhD,Senior Software Engineer,14.0,170000.0
2401,43.0,Male,PhD,Senior Project Engineer,12.0,165000.0
2402,31.0,Male,Master's Degree,Senior Software Engineer,7.0,140000.0
2403,56.0,Male,PhD,Software Engineer Manager,17.0,195000.0
2404,37.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0
2405,54.0,Male,PhD,Software Engineer Manager,16.0,190000.0
2406,58.0,Male,PhD,Software Engineer Manager,17.0,195000.0
2407,33.0,Male,Master's Degree,Back End Developer,6.0,130000.0
2408,29.0,Female,Bachelor's Degree,Front End Developer,3.0,85000.0
2409,52.0,Male,PhD,Software Engineer Manager,18.0,200000.0
2410,36.0,Male,Master's Degree,Full Stack Engineer,8.0,140000.0
2411,26.0,Male,Bachelor's Degree,Back End Developer,2.0,65000.0
2412,47.0,Male,PhD,Senior Project Engineer,16.0,190000.0
2413,32.0,Male,Master's Degree,Full Stack Engineer,6.0,120000.0
2414,29.0,Male,Bachelor's Degree,Front End Developer,3.0,80000.0
2415,28.0,Female,Master's Degree,Back End Developer,3.0,90000.0
2416,54.0,Male,PhD,Software Engineer Manager,16.0,190000.0
2417,57.0,Male,PhD,Software Engineer Manager,18.0,200000.0
2418,51.0,Male,PhD,Software Engineer Manager,16.0,190000.0
2419,28.0,Female,Master's Degree,Full Stack Engineer,4.0,110000.0
2420,46.0,Male,PhD,Software Engineer Manager,14.0,180000.0
2421,27.0,Female,Master's Degree,Back End Developer,2.0,65000.0
2422,45.0,Male,PhD,Senior Project Engineer,14.0,185000.0
2423,23.0,Female,Bachelor's Degree,Front End Developer,1.0,55000.0
2424,36.0,Male,Master's Degree,Full Stack Engineer,7.0,130000.0
2425,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0
2426,33.0,Female,Master's Degree,Full Stack Engineer,5.0,120000.0
2427,38.0,Female,Master's Degree,Back End Developer,10.0,155000.0
2428,51.0,Male,PhD,Software Engineer Manager,16.0,190000.0
2429,27.0,Female,Master's Degree,Full Stack Engineer,3.0,100000.0
2430,37.0,Male,Master's Degree,Senior Software Engineer,9.0,150000.0
2431,44.0,Female,Master's Degree,Senior Project Engineer,12.0,170000.0
2432,27.0,Male,Bachelor's Degree,Front End Developer,3.0,80000.0
2433,38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0
2434,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0
2435,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0
2436,27.0,Male,Bachelor's Degree,Front End Developer,2.0,70000.0
2437,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0
2438,31.0,Male,Master's Degree,Full Stack Engineer,7.0,140000.0
2439,25.0,Male,Bachelor's Degree,Front End Developer,1.0,55000.0
2440,50.0,Male,PhD,Software Engineer Manager,16.0,190000.0
2441,46.0,Male,PhD,Software Engineer Manager,14.0,180000.0
2442,33.0,Male,Master's Degree,Full Stack Engineer,6.0,130000.0
2443,42.0,Male,PhD,Senior Software Engineer,14.0,170000.0
2444,41.0,Male,PhD,Senior Project Engineer,12.0,165000.0
2445,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
2446,32.0,Male,Master's Degree,Back End Developer,6.0,130000.0
2447,24.0,Male,Bachelor's Degree,Front End Developer,1.0,60000.0
2448,44.0,Female,Master's Degree,Senior Software Engineer,11.0,170000.0
2449,36.0,Male,Master's Degree,Senior Software Engineer,7.0,140000.0
2450,28.0,Female,Master's Degree,Full Stack Engineer,4.0,110000.0
2451,28.0,Male,Bachelor's Degree,Front End Developer,2.0,70000.0
2452,37.0,Male,Master's Degree,Senior Software Engineer,9.0,145000.0
2453,54.0,Male,PhD,Software Engineer Manager,16.0,190000.0
2454,58.0,Male,PhD,Software Engineer Manager,17.0,200000.0
2455,27.0,Male,Bachelor's Degree,Front End Developer,3.0,80000.0
2456,30.0,Male,Bachelor's Degree,Back End Developer,4.0,95000.0
2457,27.0,Female,Master's Degree,Full Stack Engineer,3.0,100000.0
2458,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0
2459,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0
2460,38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0
2461,54.0,Male,PhD,Software Engineer Manager,18.0,195000.0
2462,31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0
2463,56.0,Male,PhD,Software Engineer Manager,17.0,195000.0
2464,31.0,Male,Master's Degree,Senior Software Engineer,7.0,140000.0
2465,42.0,Male,PhD,Senior Software Engineer,14.0,170000.0
2466,44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0
2467,37.0,Male,Master's Degree,Senior Software Engineer,9.0,150000.0
2468,24.0,Female,Bachelor's Degree,Back End Developer,1.0,60000.0
2469,27.0,Male,Bachelor's Degree,Front End Developer,2.0,70000.0
2470,42.0,Male,PhD,Senior Software Engineer,14.0,170000.0
2471,24.0,Female,Bachelor's Degree,Front End Developer,1.0,55000.0
2472,28.0,Female,Bachelor's Degree,Front End Developer,3.0,80000.0
2473,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
2474,31.0,Male,Master's Degree,Full Stack Engineer,7.0,140000.0
2475,43.0,Male,PhD,Software Engineer Manager,13.0,180000.0
2476,27.0,Female,Master's Degree,Back End Developer,2.0,70000.0
2477,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0
2478,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0
2479,31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0
2480,40.0,Male,PhD,Senior Software Engineer,12.0,160000.0
2481,36.0,Male,Master's Degree,Senior Software Engineer,8.0,140000.0
2482,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0
2483,27.0,Male,Bachelor's Degree,Front End Developer,2.0,70000.0
2484,28.0,Male,Bachelor's Degree,Front End Developer,2.0,70000.0
2485,44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0
2486,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
2487,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0
2488,32.0,Male,Master's Degree,Back End Developer,6.0,130000.0
2489,38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0
2490,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0
2491,27.0,Male,Bachelor's Degree,Front End Developer,3.0,80000.0
2492,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0
2493,31.0,Male,Master's Degree,Senior Project Engineer,7.0,135000.0
2494,24.0,Male,Bachelor's Degree,Back End Developer,1.0,55000.0
2495,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0
2496,27.0,Female,Master's Degree,Back End Developer,2.0,70000.0
2497,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
2498,44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0
2499,37.0,Male,Master's Degree,Senior Software Engineer,9.0,150000.0
2500,56.0,Male,PhD,Software Engineer Manager,17.0,195000.0
2501,28.0,Male,Bachelor's Degree,Front End Developer,2.0,70000.0
2502,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0
2503,31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0
2504,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0
2505,27.0,Female,Master's Degree,Back End Developer,2.0,70000.0
2506,38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0
2507,27.0,Male,Bachelor's Degree,Front End Developer,3.0,80000.0
2508,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
2509,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0
2510,44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0
2511,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0
2512,37.0,Male,Master's Degree,Senior Software Engineer,9.0,150000.0
2513,28.0,Male,Bachelor's Degree,Front End Developer,2.0,70000.0
2514,27.0,Female,Master's Degree,Back End Developer,2.0,70000.0
2515,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0
2516,31.0,Male,Master's Degree,Senior Project Engineer,7.0,135000.0
2517,27.0,Male,Bachelor's Degree,Front End Developer,3.0,80000.0
2518,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0
2519,38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0
2520,44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0
2521,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
2522,27.0,Male,Bachelor's Degree,Front End Developer,2.0,70000.0
2523,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0
2524,31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0
2525,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0
2526,37.0,Male,Master's Degree,Senior Software Engineer,9.0,150000.0
2527,28.0,Male,Bachelor's Degree,Front End Developer,2.0,70000.0
2528,27.0,Female,Master's Degree,Back End Developer,2.0,70000.0
2529,34.0,Male,Bachelor's Degree,Front End Developer,5.0,95000.0
2530,43.0,Female,Master's Degree,Senior Software Engineer,12.0,170000.0
2531,27.0,Male,Bachelor's Degree,Back End Developer,2.0,75000.0
2532,56.0,Female,PhD,Software Engineer Manager,18.0,210000.0
2533,32.0,Male,Master's Degree,Full Stack Engineer,7.0,135000.0
2534,40.0,Male,PhD,Senior Software Engineer,12.0,160000.0
2535,23.0,Male,Bachelor's Degree,Front End Developer,1.0,55000.0
2536,46.0,Male,PhD,Senior Project Engineer,16.0,190000.0
2537,41.0,Female,PhD,Senior Project Engineer,11.0,165000.0
2538,28.0,Female,Bachelor's Degree,Front End Developer,3.0,80000.0
2539,34.0,Male,Bachelor's Degree,Back End Developer,6.0,120000.0
2540,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0
2541,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
2542,54.0,Male,PhD,Software Engineer Manager,16.0,190000.0
2543,36.0,Male,Master's Degree,Senior Software Engineer,8.0,140000.0
2544,33.0,Male,Master's Degree,Full Stack Engineer,6.0,130000.0
2545,27.0,Female,Master's Degree,Back End Developer,2.0,70000.0
2546,44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0
2547,31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0
2548,38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0
2549,27.0,Male,Bachelor's Degree,Front End Developer,2.0,70000.0
2550,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0
2551,31.0,Male,Master's Degree,Senior Software Engineer,7.0,140000.0
2552,32.0,Male,Master's Degree,Back End Developer,6.0,130000.0
2553,38.0,Female,Master's Degree,Back End Developer,10.0,155000.0
2554,51.0,Male,PhD,Software Engineer Manager,16.0,190000.0
2555,28.0,Male,Bachelor's Degree,Front End Developer,2.0,70000.0
2556,27.0,Male,Bachelor's Degree,Front End Developer,3.0,80000.0
2557,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
2558,27.0,Female,Master's Degree,Full Stack Engineer,3.0,100000.0
2559,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0
2560,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0
2561,31.0,Male,Master's Degree,Senior Project Engineer,7.0,135000.0
2562,40.0,Female,PhD,Senior Software Engineer,12.0,160000.0
2563,24.0,Male,Bachelor's Degree,Front End Developer,1.0,55000.0
2564,27.0,Male,Bachelor's Degree,Front End Developer,3.0,80000.0
2565,42.0,Male,PhD,Senior Software Engineer,14.0,170000.0
2566,24.0,Female,Bachelor's Degree,Front End Developer,1.0,55000.0
2567,28.0,Female,Bachelor's Degree,Front End Developer,3.0,80000.0
2568,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
2569,31.0,Male,Master's Degree,Full Stack Engineer,7.0,140000.0
2570,43.0,Male,PhD,Software Engineer Manager,13.0,180000.0
2571,27.0,Female,Master's Degree,Back End Developer,2.0,70000.0
2572,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0
2573,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0
2574,31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0
2575,40.0,Male,PhD,Senior Software Engineer,12.0,160000.0
2576,36.0,Male,Master's Degree,Senior Software Engineer,8.0,140000.0
2577,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0
2578,27.0,Male,Bachelor's Degree,Front End Developer,2.0,70000.0
2579,28.0,Male,Bachelor's Degree,Front End Developer,2.0,70000.0
2580,44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0
2581,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
2582,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0
2583,32.0,Male,Master's Degree,Back End Developer,6.0,130000.0
2584,38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0
2585,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0
2586,27.0,Male,Bachelor's Degree,Front End Developer,3.0,80000.0
2587,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0
2588,31.0,Male,Master's Degree,Senior Project Engineer,7.0,135000.0
2589,24.0,Male,Bachelor's Degree,Back End Developer,1.0,55000.0
2590,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0
2591,27.0,Female,Master's Degree,Back End Developer,2.0,70000.0
2592,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
2593,44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0
2594,37.0,Male,Master's Degree,Senior Software Engineer,9.0,150000.0
2595,56.0,Male,PhD,Software Engineer Manager,17.0,195000.0
2596,28.0,Male,Bachelor's Degree,Front End Developer,2.0,70000.0
2597,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0
2598,31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0
2599,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0
2600,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0
2601,27.0,Male,Bachelor's Degree,Front End Developer,3.0,80000.0
2602,42.0,Male,PhD,Senior Software Engineer,14.0,170000.0
2603,38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0
2604,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
2605,27.0,Male,Bachelor's Degree,Front End Developer,2.0,70000.0
2606,31.0,Male,Master's Degree,Full Stack Engineer,7.0,140000.0
2607,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0
2608,36.0,Male,Master's Degree,Senior Software Engineer,8.0,140000.0
2609,27.0,Female,Master's Degree,Back End Developer,2.0,70000.0
2610,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0
2611,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0
2612,31.0,Male,Master's Degree,Senior Project Engineer,7.0,135000.0
2613,40.0,Female,PhD,Senior Software Engineer,12.0,160000.0
2614,24.0,Male,Bachelor's Degree,Front End Developer,1.0,55000.0
2615,27.0,Male,Bachelor's Degree,Front End Developer,3.0,80000.0
2616,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
2617,27.0,Female,Master's Degree,Full Stack Engineer,3.0,100000.0
2618,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0
2619,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0
2620,31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0
2621,40.0,Male,PhD,Senior Software Engineer,12.0,160000.0
2622,36.0,Male,Master's Degree,Senior Software Engineer,8.0,140000.0
2623,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0
2624,27.0,Male,Bachelor's Degree,Front End Developer,2.0,70000.0
2625,28.0,Male,Bachelor's Degree,Front End Developer,2.0,70000.0
2626,44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0
2627,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
2628,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0
2629,32.0,Male,Master's Degree,Back End Developer,6.0,130000.0
2630,38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0
2631,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0
2632,27.0,Male,Bachelor's Degree,Front End Developer,3.0,80000.0
2633,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0
2634,31.0,Male,Master's Degree,Senior Project Engineer,7.0,135000.0
2635,24.0,Male,Bachelor's Degree,Back End Developer,1.0,55000.0
2636,48.0,Male,PhD,Senior Project Engineer,16.0,190000.0
2637,27.0,Female,Master's Degree,Back End Developer,2.0,70000.0
2638,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
2639,44.0,Male,Master's Degree,Senior Project Engineer,11.0,170000.0
2640,37.0,Male,Master's Degree,Senior Software Engineer,9.0,150000.0
2641,56.0,Male,PhD,Software Engineer Manager,17.0,195000.0
2642,28.0,Male,Bachelor's Degree,Front End Developer,2.0,70000.0
2643,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0
2644,31.0,Male,Master's Degree,Senior Project Engineer,6.0,125000.0
2645,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0
2646,54.0,Male,PhD,Software Engineer Manager,17.0,195000.0
2647,27.0,Male,Bachelor's Degree,Front End Developer,3.0,80000.0
2648,42.0,Male,PhD,Senior Software Engineer,14.0,170000.0
2649,38.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0
2650,36.0,Male,Bachelor's Degree,Front End Developer,7.0,120000.0
2651,29.0,Female,Master's Degree,Back End Developer,3.0,90000.0
2652,41.0,Female,PhD,Software Engineer Manager,14.0,180000.0
2653,33.0,Male,Bachelor's Degree,Full Stack Engineer,7.0,130000.0
2654,42.0,Male,PhD,Senior Software Engineer,12.0,170000.0
2655,28.0,Male,Bachelor's Degree,Back End Developer,2.0,70000.0
2656,55.0,Male,PhD,Software Engineer Manager,18.0,210000.0
2657,26.0,Female,Master's Degree,Front End Developer,1.0,55000.0
2658,47.0,Male,PhD,Senior Project Engineer,16.0,190000.0
2659,44.0,Female,PhD,Software Engineer Manager,11.0,165000.0
2660,30.0,Male,Master's Degree,Full Stack Engineer,5.0,105000.0
2661,39.0,Female,Master's Degree,Senior Software Engineer,11.0,160000.0
2662,32.0,Male,Bachelor's Degree,Front End Developer,6.0,110000.0
2663,50.0,Male,PhD,Software Engineer Manager,17.0,195000.0
2664,27.0,Male,Bachelor's Degree,Back End Developer,3.0,85000.0
2665,46.0,Male,PhD,Senior Project Engineer,14.0,180000.0
2666,25.0,Female,Bachelor's Degree,Front End Developer,1.0,55000.0
2667,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
2668,35.0,Male,Bachelor's Degree,Back End Developer,8.0,140000.0
2669,29.0,Female,Master's Degree,Back End Developer,3.0,90000.0
2670,40.0,Female,PhD,Senior Software Engineer,12.0,160000.0
2671,35.0,Male,Bachelor's Degree,Full Stack Engineer,8.0,145000.0
2672,41.0,Male,PhD,Senior Project Engineer,13.0,185000.0
2673,30.0,Male,Master's Degree,Full Stack Engineer,5.0,105000.0
2674,33.0,Male,Bachelor's Degree,Front End Developer,6.0,110000.0
2675,55.0,Male,PhD,Software Engineer Manager,18.0,210000.0
2676,26.0,Female,Master's Degree,Front End Developer,1.0,55000.0
2677,47.0,Male,PhD,Senior Project Engineer,16.0,190000.0
2678,44.0,Female,PhD,Software Engineer Manager,11.0,165000.0
2679,30.0,Male,Master's Degree,Full Stack Engineer,5.0,105000.0
2680,39.0,Female,Master's Degree,Senior Software Engineer,11.0,160000.0
2681,32.0,Male,Bachelor's Degree,Front End Developer,6.0,110000.0
2682,50.0,Male,PhD,Software Engineer Manager,17.0,195000.0
2683,27.0,Male,Bachelor's Degree,Back End Developer,3.0,85000.0
2684,46.0,Male,PhD,Senior Project Engineer,14.0,180000.0
2685,25.0,Female,Bachelor's Degree,Front End Developer,1.0,55000.0
2686,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
2687,35.0,Male,Bachelor's Degree,Back End Developer,8.0,140000.0
2688,29.0,Female,Master's Degree,Back End Developer,3.0,90000.0
2689,40.0,Female,PhD,Senior Software Engineer,12.0,160000.0
2690,35.0,Male,Bachelor's Degree,Full Stack Engineer,8.0,145000.0
2691,41.0,Male,PhD,Senior Project Engineer,13.0,185000.0
2692,30.0,Male,Master's Degree,Full Stack Engineer,5.0,105000.0
2693,33.0,Male,Bachelor's Degree,Front End Developer,6.0,110000.0
2694,55.0,Male,PhD,Software Engineer Manager,18.0,210000.0
2695,26.0,Female,Master's Degree,Front End Developer,1.0,55000.0
2696,47.0,Male,PhD,Senior Project Engineer,16.0,190000.0
2697,44.0,Female,PhD,Software Engineer Manager,11.0,165000.0
2698,30.0,Male,Master's Degree,Full Stack Engineer,5.0,105000.0
2699,39.0,Female,Master's Degree,Senior Software Engineer,11.0,160000.0
2700,32.0,Male,Bachelor's Degree,Front End Developer,6.0,110000.0
2701,50.0,Male,PhD,Software Engineer Manager,17.0,195000.0
2702,27.0,Male,Bachelor's Degree,Back End Developer,3.0,85000.0
2703,46.0,Male,PhD,Senior Project Engineer,14.0,180000.0
2704,25.0,Female,Bachelor's Degree,Front End Developer,1.0,55000.0
2705,43.0,Male,PhD,Senior Project Engineer,13.0,185000.0
2706,35.0,Male,Bachelor's Degree,Back End Developer,8.0,140000.0
2707,29.0,Female,Master's Degree,Back End Developer,3.0,90000.0
2708,40.0,Female,PhD,Senior Software Engineer,12.0,160000.0
